,Date_Time,Gender,Had_Helmet,Had_Passenger,On_Sidewalk
600,2010-09-24 13:45,Male,No,No,No
601,2010-09-24 13:45,Male,No,No,No
602,2010-09-24 13:45,Male,Yes,No,No
603,2010-09-24 13:45,Male,No,No,No
604,2010-09-24 13:45,Female,Yes,No,No
605,2010-09-24 13:45,Male,Yes,No,No
606,2010-09-24 13:45,Male,Yes,No,No
607,2010-09-24 13:45,Female,Yes,No,No
608,2010-09-24 13:45,Male,No,No,No
609,2010-09-24 13:45,Male,No,No,No
610,2010-09-24 13:45,Male,No,No,No
611,2010-09-24 13:45,Male,No,No,No
612,2010-09-24 14:00,Male,No,No,No
613,2010-09-24 14:00,Male,Yes,No,No
614,2010-09-24 14:00,Male,No,No,No
615,2010-09-24 14:00,Male,Yes,No,No
616,2010-09-24 14:00,Male,No,No,No
617,2010-09-24 14:00,Male,No,No,No
618,2010-09-24 14:00,Male,Yes,No,No
619,2010-09-24 14:00,Male,No,No,No
620,2010-09-24 14:00,Male,Yes,No,No
621,2010-09-24 14:00,Female,No,No,No
622,2010-09-24 14:00,Male,No,No,No
623,2010-09-24 14:00,Female,Yes,No,No
624,2010-09-24 14:00,Female,Yes,No,No
625,2010-09-24 14:00,Male,Yes,No,No
626,2010-09-24 14:00,Female,Yes,No,No
627,2010-09-24 14:00,Male,No,No,No
628,2010-09-24 14:00,Male,Yes,No,Yes
629,2010-09-24 14:00,Male,Yes,No,No
630,2010-09-24 14:00,Female,No,No,No
631,2010-09-24 14:00,Female,No,No,No
632,2010-09-24 14:00,Female,Yes,No,No
633,2010-09-24 14:00,Male,No,No,No
634,2010-09-24 14:00,Male,No,No,No
635,2010-09-24 14:00,Male,No,No,No
636,2010-09-24 14:00,Male,No,No,No
637,2010-09-24 14:00,Male,Yes,No,No
638,2010-09-24 14:00,Female,Yes,No,No
639,2010-09-24 14:00,Female,No,No,Yes
640,2010-09-24 14:00,Female,Yes,No,No
641,2010-09-24 14:00,Female,No,No,No
642,2010-09-24 14:00,Female,No,No,No
643,2010-09-24 14:00,Male,No,No,No
644,2010-09-24 14:00,Male,No,No,No
645,2010-09-24 14:00,Male,No,No,No
646,2010-09-24 14:00,Male,Yes,No,No
647,2010-09-24 14:00,Male,No,No,No
648,2010-09-24 14:15,Male,Yes,No,No
649,2010-09-24 14:15,Male,No,No,No
650,2010-09-24 14:15,Male,No,No,No
651,2010-09-24 14:15,Male,No,No,No
652,2010-09-24 14:15,Female,No,No,No
653,2010-09-24 14:15,Male,No,No,No
654,2010-09-24 14:15,Male,No,No,No
655,2010-09-24 14:15,Male,No,No,No
656,2010-09-24 14:15,Male,Yes,No,No
657,2010-09-24 14:15,Male,Yes,No,No
658,2010-09-24 14:15,Male,No,No,No
659,2010-09-24 14:15,Female,No,No,No
660,2010-09-24 14:15,Male,Yes,No,No
661,2010-09-24 14:15,Male,Yes,No,No
662,2010-09-24 14:15,Female,Yes,No,No
663,2010-09-24 14:15,Male,No,No,No
664,2010-09-24 14:15,Female,Yes,No,No
665,2010-09-24 14:15,Female,No,No,No
666,2010-09-24 14:15,Male,No,No,No
667,2010-09-24 14:15,Male,No,No,No
668,2010-09-24 14:15,Male,Yes,No,No
669,2010-09-24 14:15,Male,No,No,No
670,2010-09-24 14:15,Female,Yes,No,No
671,2010-09-24 14:15,Male,Yes,No,No
672,2010-09-24 14:15,Male,Yes,No,No
673,2010-09-24 14:15,Female,Yes,No,No
674,2010-09-24 14:15,Male,No,No,No
675,2010-09-24 14:15,Male,No,No,No
676,2010-09-24 14:15,Female,Yes,No,No
677,2010-09-24 14:15,Female,No,No,Yes
678,2010-09-24 14:15,Male,No,No,No
679,2010-09-24 14:15,Male,No,No,Yes
680,2010-09-24 14:15,Female,No,No,No
681,2010-09-24 14:15,Female,No,No,No
682,2010-09-24 14:15,Female,Yes,No,No
683,2010-09-24 14:15,Male,No,No,No
684,2010-09-24 14:15,Female,No,No,No
685,2010-09-24 14:15,Female,No,No,No
686,2010-09-24 14:15,Male,No,No,No
687,2010-09-24 14:15,Male,Yes,No,No
688,2010-09-24 14:15,Male,No,No,No
689,2010-09-24 14:15,Female,Yes,No,No
690,2010-09-24 14:15,Male,No,No,No
691,2010-09-24 14:15,Female,Yes,No,No
692,2010-09-24 14:15,Female,No,No,No
693,2010-09-24 14:30,Male,Yes,No,No
694,2010-09-24 14:30,Male,No,No,No
695,2010-09-24 14:30,Male,No,No,No
696,2010-09-24 14:30,Male,No,No,No
697,2010-09-24 14:30,Female,Yes,No,Yes
698,2010-09-24 14:30,Male,Yes,No,No
699,2010-09-24 14:30,Female,Yes,No,No
700,2010-09-24 14:30,Male,No,No,No
701,2010-09-24 14:30,Female,Yes,No,No
702,2010-09-24 14:30,Male,No,No,No
703,2010-09-24 14:30,Male,No,No,Yes
704,2010-09-24 14:30,Female,No,No,Yes
705,2010-09-24 14:30,Male,No,No,No
706,2010-09-24 14:30,Male,Yes,No,No
707,2010-09-24 14:30,Male,No,No,No
708,2010-09-24 14:30,Female,Yes,No,No
709,2010-09-24 14:30,Male,Yes,No,No
710,2010-09-24 14:30,Female,No,No,No
711,2010-09-24 14:30,Female,Yes,No,No
712,2010-09-24 14:30,Male,No,No,No
713,2010-09-24 14:30,Female,Yes,No,No
714,2010-09-24 14:30,Male,No,No,No
715,2010-09-24 14:30,Male,Yes,No,No
716,2010-09-24 14:30,Male,No,No,No
717,2010-09-24 14:30,Male,No,No,No
718,2010-09-24 14:30,Male,No,No,No
719,2010-09-24 14:30,Female,No,No,No
720,2010-09-24 14:30,Female,No,No,No
721,2010-09-24 14:30,Female,No,No,No
722,2010-09-24 14:30,Male,No,No,No
723,2010-09-24 14:30,Female,Yes,No,No
724,2010-09-24 14:30,Female,Yes,No,No
725,2010-09-24 14:30,Male,No,No,No
726,2010-09-24 14:45,Female,Yes,No,No
727,2010-09-24 14:45,Male,No,No,No
728,2010-09-24 14:45,Female,Yes,No,No
729,2010-09-24 14:45,Male,No,No,No
730,2010-09-24 14:45,Male,No,No,No
731,2010-09-24 14:45,Male,Yes,No,No
732,2010-09-24 14:45,Male,No,No,No
733,2010-09-24 14:45,Female,Yes,No,No
734,2010-09-24 14:45,Female,Yes,No,No
735,2010-09-24 14:45,Male,No,No,No
736,2010-09-24 14:45,Female,No,No,No
737,2010-09-24 14:45,Female,Yes,No,No
738,2010-09-24 14:45,Female,No,No,No
739,2010-09-24 14:45,Male,Yes,No,No
740,2010-09-24 14:45,Female,No,No,No
741,2010-09-24 14:45,Male,No,No,Yes
742,2010-09-24 14:45,Male,Yes,No,No
743,2010-09-24 14:45,Female,Yes,No,No
744,2010-09-24 14:45,Male,Yes,No,No
745,2010-09-24 14:45,Female,No,No,No
746,2010-09-24 14:45,Female,No,No,No
747,2010-09-24 14:45,Male,No,No,Yes
748,2010-09-24 14:45,Male,No,No,No
749,2010-09-24 14:45,Male,Yes,No,No
750,2010-09-24 14:45,Male,Yes,No,No
751,2010-09-24 14:45,Female,Yes,No,No
752,2010-09-24 14:45,Male,No,No,No
753,2010-09-24 14:45,Female,Yes,No,No
754,2010-09-24 14:45,Male,Yes,No,No
755,2010-09-24 14:45,Female,Yes,No,No
756,2010-09-24 14:45,Female,Yes,No,No
757,2010-09-24 14:45,Male,No,No,No
758,2010-09-24 14:45,Female,No,No,No
759,2010-09-24 14:45,Male,No,No,No
760,2010-09-24 14:45,Male,No,No,No
761,2010-09-24 14:45,Female,Yes,No,No
762,2010-09-24 14:45,Female,Yes,No,No
763,2010-09-24 14:45,Female,No,No,No
764,2010-09-24 14:45,Male,No,No,No
765,2010-09-24 14:45,Female,Yes,No,No
766,2010-09-24 14:45,Female,No,No,No
767,2010-09-24 14:45,Female,No,No,Yes
768,2010-09-24 14:45,Female,No,No,No
769,2010-09-24 14:45,Male,Yes,No,No
770,2010-09-24 14:45,Male,No,No,No
771,2010-09-24 14:45,Male,No,No,No
772,2010-09-24 14:45,Male,No,No,No
773,2010-09-24 14:45,Male,No,No,No
774,2010-09-24 14:45,Male,Yes,No,No
775,2010-09-24 14:45,Male,No,No,No
776,2010-09-24 15:00,Male,Yes,No,No
777,2010-09-24 15:00,Male,No,No,No
778,2010-09-24 15:00,Male,Yes,No,Yes
779,2010-09-24 15:00,Female,No,No,No
780,2010-09-24 15:00,Female,Yes,No,No
781,2010-09-24 15:00,Male,Yes,No,No
782,2010-09-24 15:00,Male,Yes,No,No
783,2010-09-24 15:00,Male,Yes,No,No
784,2010-09-24 15:00,Male,Yes,No,No
785,2010-09-24 15:00,Female,No,No,No
786,2010-09-24 15:00,Male,No,No,No
787,2010-09-24 15:00,Male,Yes,No,No
788,2010-09-24 15:00,Male,Yes,No,No
789,2010-09-24 15:00,Female,Yes,No,No
790,2010-09-24 15:00,Female,Yes,No,No
791,2010-09-24 15:00,Female,No,No,No
792,2010-09-24 15:00,Female,Yes,No,No
793,2010-09-24 15:00,Male,No,No,No
794,2010-09-24 15:00,Female,No,No,No
795,2010-09-24 15:00,Male,No,No,No
796,2010-09-24 15:00,Female,No,No,No
797,2010-09-24 15:00,Male,Yes,No,No
798,2010-09-24 15:00,Male,Yes,No,No
799,2010-09-24 15:00,Female,No,No,No
800,2010-09-24 15:00,Female,Yes,No,No
801,2010-09-24 15:00,Male,No,No,No
802,2010-09-24 15:00,Male,No,No,No
803,2010-09-24 15:00,Female,Yes,No,No
804,2010-09-24 15:00,Female,Yes,No,No
805,2010-09-24 15:00,Female,Yes,No,No
806,2010-09-24 15:00,Male,No,No,No
807,2010-09-24 15:00,Female,Yes,No,No
808,2010-09-24 15:00,Male,Yes,No,No
809,2010-09-24 15:00,Female,No,No,No
810,2010-09-24 15:00,Female,Yes,No,No
811,2010-09-24 15:00,Male,No,No,No
812,2010-09-24 15:00,Male,No,No,No
813,2010-09-24 15:00,Female,No,No,No
814,2010-09-24 15:00,Female,Yes,No,No
815,2010-09-24 15:00,Female,No,No,No
816,2010-09-24 15:00,Female,No,No,No
817,2010-09-24 15:00,Male,Yes,No,No
818,2010-09-24 15:00,Female,No,No,No
819,2010-09-24 15:00,Male,Yes,No,Yes
820,2010-09-24 15:00,Male,No,No,No
821,2010-09-24 15:00,Male,Yes,No,No
822,2010-09-24 15:00,Male,Yes,No,No
823,2010-09-24 15:00,Female,Yes,No,No
824,2010-09-24 15:00,Male,Yes,No,No
825,2010-09-24 15:15,Female,No,No,No
826,2010-09-24 15:15,Female,No,No,No
827,2010-09-24 15:15,Female,Yes,No,No
828,2010-09-24 15:15,Male,No,No,No
829,2010-09-24 15:15,Male,Yes,No,No
830,2010-09-24 15:15,Male,Yes,No,No
831,2010-09-24 15:15,Female,Yes,No,No
832,2010-09-24 15:15,Male,No,No,No
833,2010-09-24 15:15,Female,Yes,No,No
834,2010-09-24 15:15,Male,Yes,No,No
835,2010-09-24 15:15,Female,Yes,No,No
836,2010-09-24 15:15,Female,Yes,No,No
837,2010-09-24 15:15,Female,Yes,No,No
838,2010-09-24 15:15,Male,No,No,No
839,2010-09-24 15:15,Male,No,No,No
840,2010-09-24 15:15,Female,No,No,No
841,2010-09-24 15:15,Female,Yes,No,No
842,2010-09-24 15:15,Male,No,No,No
843,2010-09-24 15:15,Female,No,No,No
844,2010-09-24 15:15,Female,No,No,No
845,2010-09-24 15:15,Female,Yes,No,No
846,2010-09-24 15:15,Male,Yes,No,No
847,2010-09-24 15:15,Male,Yes,No,No
848,2010-09-24 15:15,Male,Yes,No,No
849,2010-09-24 15:15,Male,No,No,No
850,2010-09-24 15:15,Male,No,No,No
851,2010-09-24 15:15,Male,Yes,No,No
852,2010-09-24 15:15,Female,No,No,No
853,2010-09-24 15:15,Male,No,No,No
854,2010-09-24 15:15,Male,No,No,No
855,2010-09-24 15:15,Male,No,No,No
856,2010-09-24 15:15,Male,Yes,No,No
857,2010-09-24 15:15,Male,Yes,No,No
858,2010-09-24 15:15,Female,No,No,No
859,2010-09-24 15:15,Female,No,No,No
860,2010-09-24 15:15,Female,No,No,No
861,2010-09-24 15:15,Female,No,No,No
862,2010-09-24 15:15,Male,No,No,No
863,2010-09-24 15:15,Female,No,No,No
864,2010-09-24 15:15,Female,Yes,No,No
865,2010-09-24 15:15,Female,Yes,No,No
866,2010-09-24 15:15,Male,No,No,No
867,2010-09-24 15:15,Female,No,No,No
868,2010-09-24 15:15,Male,Yes,No,No
869,2010-09-24 15:15,Male,Yes,No,Yes
870,2010-09-24 15:15,Male,No,No,Yes
871,2010-09-24 15:15,Female,Yes,No,No
872,2010-09-24 15:15,Male,No,No,No
873,2010-09-24 15:15,Female,Yes,No,No
874,2010-09-24 15:15,Male,Yes,No,No
875,2010-09-24 15:15,Male,Yes,No,No
876,2010-09-24 15:30,Male,Yes,No,No
877,2010-09-24 15:30,Male,No,No,No
878,2010-09-24 15:30,Female,No,No,No
879,2010-09-24 15:30,Male,No,No,No
880,2010-09-24 15:30,Male,No,No,No
881,2010-09-24 15:30,Male,No,No,No
882,2010-09-24 15:30,Female,Yes,No,No
883,2010-09-24 15:30,Male,No,No,No
884,2010-09-24 15:30,Male,Yes,No,No
885,2010-09-24 15:30,Female,Yes,No,No
886,2010-09-24 15:30,Female,Yes,No,No
887,2010-09-24 15:30,Female,No,No,No
888,2010-09-24 15:30,Female,Yes,No,No
889,2010-09-24 15:30,Male,No,No,No
890,2010-09-24 15:30,Female,No,No,No
891,2010-09-24 15:30,Male,No,No,No
892,2010-09-24 15:30,Female,Yes,No,No
893,2010-09-24 15:30,Male,Yes,No,No
894,2010-09-24 15:30,Male,No,No,No
895,2010-09-24 15:30,Male,No,No,No
896,2010-09-24 15:30,Male,Yes,No,No
897,2010-09-24 15:30,Female,Yes,No,No
898,2010-09-24 15:30,Female,Yes,No,No
899,2010-09-24 15:30,Male,No,No,No
900,2010-09-24 15:30,Male,No,No,No
901,2010-09-24 15:30,Female,Yes,No,No
902,2010-09-24 15:30,Male,Yes,No,No
903,2010-09-24 15:30,Female,No,No,No
904,2010-09-24 15:30,Female,No,No,No
905,2010-09-24 15:30,Male,No,No,No
906,2010-09-24 15:30,Male,No,No,No
907,2010-09-24 15:30,Male,No,No,No
908,2010-09-24 15:30,Female,Yes,No,No
909,2010-09-24 15:30,Male,Yes,No,No
910,2010-09-24 15:30,Female,Yes,No,No
911,2010-09-24 15:30,Male,No,No,No
912,2010-09-24 15:30,Male,No,No,No
913,2010-09-24 15:30,Male,No,No,No
914,2010-09-24 15:30,Male,Yes,No,No
915,2010-09-24 15:30,Female,No,No,No
916,2010-09-24 15:30,Male,No,No,No
917,2010-09-24 15:30,Male,Yes,No,No
918,2010-09-24 15:30,Male,No,No,No
919,2010-09-24 15:30,Female,No,No,No
920,2010-09-24 15:30,Male,No,No,No
921,2010-09-24 15:30,Male,Yes,No,No
922,2010-09-24 15:30,Male,Yes,No,No
923,2010-09-24 15:30,Male,No,No,No
924,2010-09-24 15:30,Female,Yes,No,No
925,2010-09-24 15:30,Female,Yes,No,No
926,2010-09-24 15:30,Male,No,No,No
927,2010-09-24 15:30,Male,No,No,No
928,2010-09-24 15:30,Male,Yes,No,No
929,2010-09-24 15:30,Female,No,No,No
930,2010-09-24 15:30,Male,No,No,No
931,2010-09-24 15:30,Female,No,No,No
932,2010-09-24 15:30,Female,No,No,No
933,2010-09-24 15:30,Female,Yes,No,No
934,2010-09-24 15:30,Female,Yes,No,No
935,2010-09-24 15:30,Male,No,No,No
936,2010-09-24 15:30,Male,Yes,No,No
937,2010-09-24 15:45,Male,Yes,No,No
938,2010-09-24 15:45,Male,No,No,No
939,2010-09-24 15:45,Female,No,No,Yes
940,2010-09-24 15:45,Male,No,No,No
941,2010-09-24 15:45,Male,Yes,No,No
942,2010-09-24 15:45,Male,No,No,No
943,2010-09-24 15:45,Male,Yes,No,No
944,2010-09-24 15:45,Male,Yes,No,No
945,2010-09-24 15:45,Female,Yes,No,No
946,2010-09-24 15:45,Female,Yes,No,No
947,2010-09-24 15:45,Female,No,No,No
948,2010-09-24 15:45,Male,No,No,No
949,2010-09-24 15:45,Female,No,No,No
950,2010-09-24 15:45,Male,No,No,No
951,2010-09-24 15:45,Male,Yes,No,No
952,2010-09-24 15:45,Male,No,No,No
953,2010-09-24 15:45,Male,No,No,No
954,2010-09-24 15:45,Male,No,No,No
955,2010-09-24 15:45,Female,Yes,No,No
956,2010-09-24 15:45,Male,No,No,No
957,2010-09-24 15:45,Male,No,No,No
958,2010-09-24 15:45,Male,No,No,No
959,2010-09-24 15:45,Female,Yes,No,No
960,2010-09-24 15:45,Female,Yes,No,No
961,2010-09-24 15:45,Female,Yes,No,No
962,2010-09-24 15:45,Male,Yes,No,No
963,2010-09-24 15:45,Female,No,No,Yes
964,2010-09-24 15:45,Male,Yes,No,No
965,2010-09-24 15:45,Female,No,No,No
966,2010-09-24 15:45,Male,Yes,No,No
967,2010-09-24 15:45,Male,No,No,No
968,2010-09-24 15:45,Female,Yes,No,No
969,2010-09-24 15:45,Female,Yes,No,No
970,2010-09-24 15:45,Male,Yes,No,No
971,2010-09-24 15:45,Female,Yes,No,No
972,2010-09-24 15:45,Female,No,No,No
973,2010-09-24 15:45,Female,No,No,No
974,2010-09-24 15:45,Male,Yes,No,No
975,2010-09-24 15:45,Female,Yes,No,No
976,2010-09-24 15:45,Male,No,No,No
977,2010-09-24 15:45,Female,No,No,No
978,2010-09-24 15:45,Female,Yes,No,No
979,2010-09-24 15:45,Female,No,No,No
980,2010-09-24 15:45,Male,Yes,No,No
981,2010-09-24 15:45,Male,Yes,No,No
982,2010-09-24 15:45,Male,Yes,No,No
983,2010-09-24 15:45,Female,No,No,No
984,2010-09-24 15:45,Male,Yes,No,No
985,2010-09-24 15:45,Male,No,No,No
986,2010-09-24 15:45,Male,No,No,No
987,2010-09-24 15:45,Male,No,No,No
988,2010-09-24 15:45,Female,No,No,No
989,2010-09-24 15:45,Female,Yes,No,No
990,2010-09-24 15:45,Female,Yes,No,No
991,2010-09-24 15:45,Female,Yes,No,No
992,2010-09-24 15:45,Male,Yes,No,No
993,2010-09-24 15:45,Female,No,No,No
994,2010-09-24 15:45,Male,No,No,No
995,2010-09-24 15:45,Male,Yes,No,No
996,2010-09-24 15:45,Male,No,No,No
997,2010-09-24 15:45,Male,Yes,No,No
998,2010-09-24 15:45,Male,No,No,No
999,2010-09-24 15:45,Female,No,No,No
1000,2010-09-24 15:45,Female,No,No,No
1001,2010-09-24 15:45,Female,Yes,No,No
1002,2010-09-24 15:45,Female,No,No,No
1003,2010-09-24 15:45,Male,Yes,No,No
1004,2010-09-24 15:45,Female,Yes,No,No
1005,2010-09-24 15:45,Male,Yes,No,No
1006,2010-09-24 15:45,Female,No,No,No
1007,2010-09-24 15:45,Female,Yes,No,No
1008,2010-09-24 15:45,Female,No,No,No
1009,2010-09-24 15:45,Female,No,No,No
1010,2010-09-24 15:45,Male,Yes,No,No
1011,2010-09-24 15:45,Female,Yes,No,No
1012,2010-09-24 15:45,Male,Yes,No,No
1013,2010-09-24 15:45,Female,Yes,No,No
1014,2010-09-24 15:45,Male,Yes,No,No
1015,2010-09-24 15:45,Female,No,No,No
1016,2010-09-24 16:00,Female,Yes,No,No
1017,2010-09-24 16:00,Female,Yes,No,No
1018,2010-09-24 16:00,Male,Yes,No,No
1019,2010-09-24 16:00,Male,No,No,No
1020,2010-09-24 16:00,Male,No,No,No
1021,2010-09-24 16:00,Female,Yes,No,No
1022,2010-09-24 16:00,Male,No,No,No
1023,2010-09-24 16:00,Female,No,No,No
1024,2010-09-24 16:00,Female,Yes,No,No
1025,2010-09-24 16:00,Male,No,No,No
1026,2010-09-24 16:00,Male,No,No,No
1027,2010-09-24 16:00,Female,No,No,Yes
1028,2010-09-24 16:00,Male,Yes,No,No
1029,2010-09-24 16:00,Female,Yes,No,No
1030,2010-09-24 16:00,Female,No,No,No
1031,2010-09-24 16:00,Male,No,No,No
1032,2010-09-24 16:00,Male,No,No,No
1033,2010-09-24 16:00,Female,Yes,No,No
1034,2010-09-24 16:00,Female,No,No,No
1035,2010-09-24 16:00,Male,Yes,No,No
1036,2010-09-24 16:00,Male,Yes,No,No
1037,2010-09-24 16:00,Male,Yes,No,No
1038,2010-09-24 16:00,Male,No,No,No
1039,2010-09-24 16:00,Male,Yes,No,No
1040,2010-09-24 16:00,Female,No,No,No
1041,2010-09-24 16:00,Female,No,No,No
1042,2010-09-24 16:00,Male,No,No,No
1043,2010-09-24 16:00,Female,No,No,No
1044,2010-09-24 16:00,Female,Yes,No,No
1045,2010-09-24 16:00,Male,No,No,No
1046,2010-09-24 16:00,Male,Yes,No,No
1047,2010-09-24 16:00,Male,No,No,No
1048,2010-09-24 16:00,Female,No,No,No
1049,2010-09-24 16:00,Female,Yes,No,No
1050,2010-09-24 16:00,Male,Yes,No,No
1051,2010-09-24 16:00,Male,No,No,No
1052,2010-09-24 16:00,Female,Yes,No,No
1053,2010-09-24 16:00,Male,Yes,No,No
1054,2010-09-24 16:00,Male,No,No,No
1055,2010-09-24 16:00,Male,Yes,No,No
1056,2010-09-24 16:00,Male,No,No,No
1057,2010-09-24 16:00,Female,Yes,No,No
1058,2010-09-24 16:00,Male,Yes,No,No
1059,2010-09-24 16:00,Male,No,No,No
1060,2010-09-24 16:00,Male,No,No,No
1061,2010-09-24 16:00,Male,No,No,No
1062,2010-09-24 16:00,Female,Yes,No,No
1063,2010-09-24 16:00,Male,Yes,No,No
1064,2010-09-24 16:00,Male,Yes,No,No
1065,2010-09-24 16:00,Male,No,No,No
1066,2010-09-24 16:00,Female,No,No,No
1067,2010-09-24 16:00,Female,Yes,No,No
1068,2010-09-24 16:00,Male,No,No,No
1069,2010-09-24 16:00,Female,No,No,No
1070,2010-09-24 16:00,Male,Yes,No,No
1071,2010-09-24 16:00,Male,Yes,No,No
1072,2010-09-24 16:00,Female,No,No,No
1073,2010-09-24 16:00,Female,Yes,No,No
1074,2010-09-24 16:00,Female,Yes,No,No
1075,2010-09-24 16:00,Male,Yes,No,No
1076,2010-09-24 16:00,Female,No,No,No
1077,2010-09-24 16:00,Female,Yes,No,No
1078,2010-09-24 16:00,Female,Yes,No,No
1079,2010-09-24 16:00,Male,Yes,No,No
1080,2010-09-24 16:00,Male,No,No,No
1081,2010-09-24 16:00,Female,No,No,No
1082,2010-09-24 16:00,Male,Yes,No,No
1083,2010-09-24 16:00,Female,No,No,No
1084,2010-09-24 16:00,Male,Yes,No,No
1085,2010-09-24 16:00,Male,Yes,No,No
1086,2010-09-24 16:00,Male,No,No,No
1087,2010-09-24 16:00,Female,Yes,No,No
1088,2010-09-24 16:00,Female,Yes,No,No
1089,2010-09-24 16:00,Male,No,No,No
1090,2010-09-24 16:00,Female,No,No,No
1091,2010-09-24 16:00,Male,No,No,No
1092,2010-09-24 16:00,Female,Yes,No,No
1093,2010-09-24 16:00,Male,Yes,No,No
1094,2010-09-24 16:00,Male,No,No,No
1095,2010-09-24 16:00,Male,No,No,No
1096,2010-09-24 16:00,Female,No,No,No
1097,2010-09-24 16:00,Male,No,No,No
1098,2010-09-24 16:00,Female,Yes,No,No
1099,2010-09-24 16:00,Female,Yes,No,No
1100,2010-09-24 16:00,Female,No,No,No
1101,2010-09-24 16:00,Male,Yes,No,No
1102,2010-09-24 16:00,Male,Yes,No,No
1103,2010-09-24 16:00,Female,No,No,No
1104,2010-09-24 16:00,Female,No,No,No
1105,2010-09-24 16:00,Male,No,No,No
1106,2010-09-24 16:00,Male,No,No,No
1107,2010-09-24 16:00,Male,Yes,No,No
1108,2010-09-24 16:00,Female,Yes,No,No
1109,2010-09-24 16:00,Male,No,No,No
1110,2010-09-24 16:00,Male,No,No,No
1111,2010-09-24 16:00,Female,Yes,No,No
1112,2010-09-24 16:00,Female,Yes,No,No
1113,2010-09-24 16:00,Female,No,No,No
1114,2010-09-24 16:00,Male,Yes,No,No
1115,2010-09-24 16:00,Female,No,No,No
1116,2010-09-24 16:00,Male,No,No,No
1117,2010-09-24 16:15,Male,No,No,No
1118,2010-09-24 16:15,Female,Yes,No,No
1119,2010-09-24 16:15,Female,No,No,No
1120,2010-09-24 16:15,Female,Yes,No,No
1121,2010-09-24 16:15,Male,Yes,No,No
1122,2010-09-24 16:15,Female,Yes,No,No
1123,2010-09-24 16:15,Female,No,No,No
1124,2010-09-24 16:15,Male,No,No,No
1125,2010-09-24 16:15,Female,No,No,No
1126,2010-09-24 16:15,Male,No,No,No
1127,2010-09-24 16:15,Female,No,No,No
1128,2010-09-24 16:15,Female,No,No,Yes
1129,2010-09-24 16:15,Male,No,No,No
1130,2010-09-24 16:15,Female,No,No,No
1131,2010-09-24 16:15,Male,Yes,No,No
1132,2010-09-24 16:15,Female,No,No,No
1133,2010-09-24 16:15,Male,Yes,No,No
1134,2010-09-24 16:15,Male,Yes,No,No
1135,2010-09-24 16:15,Female,Yes,No,No
1136,2010-09-24 16:15,Female,No,No,No
1137,2010-09-24 16:15,Male,No,No,No
1138,2010-09-24 16:15,Male,Yes,No,No
1139,2010-09-24 16:15,Female,No,No,No
1140,2010-09-24 16:15,Female,Yes,No,No
1141,2010-09-24 16:15,Male,No,No,No
1142,2010-09-24 16:15,Female,No,No,No
1143,2010-09-24 16:15,Male,No,No,No
1144,2010-09-24 16:15,Female,Yes,No,No
1145,2010-09-24 16:15,Male,No,No,No
1146,2010-09-24 16:15,Female,No,No,No
1147,2010-09-24 16:15,Female,No,No,No
1148,2010-09-24 16:15,Male,No,No,No
1149,2010-09-24 16:15,Male,No,No,No
1150,2010-09-24 16:15,Male,Yes,No,No
1151,2010-09-24 16:15,Male,Yes,No,No
1152,2010-09-24 16:15,Male,Yes,No,No
1153,2010-09-24 16:15,Male,No,No,Yes
1154,2010-09-24 16:15,Female,Yes,No,No
1155,2010-09-24 16:15,Male,No,No,No
1156,2010-09-24 16:15,Female,Yes,No,No
1157,2010-09-24 16:15,Male,Yes,No,No
1158,2010-09-24 16:15,Female,No,No,No
1159,2010-09-24 16:15,Male,Yes,No,No
1160,2010-09-24 16:15,Male,Yes,No,No
1161,2010-09-24 16:15,Male,No,No,No
1162,2010-09-24 16:15,Female,Yes,No,No
1163,2010-09-24 16:15,Female,Yes,No,No
1164,2010-09-24 16:15,Male,No,No,No
1165,2010-09-24 16:15,Male,Yes,No,No
1166,2010-09-24 16:15,Female,No,No,No
1167,2010-09-24 16:15,Male,No,No,No
1168,2010-09-24 16:15,Female,Yes,No,No
1169,2010-09-24 16:15,Male,No,No,No
1170,2010-09-24 16:15,Female,Yes,No,No
1171,2010-09-24 16:15,Male,Yes,No,No
1172,2010-09-24 16:15,Male,Yes,No,No
1173,2010-09-24 16:30,Female,No,No,No
1174,2010-09-24 16:30,Male,No,No,No
1175,2010-09-24 16:30,Male,No,No,No
1176,2010-09-24 16:30,Male,Yes,No,No
1177,2010-09-24 16:30,Male,No,No,No
1178,2010-09-24 16:30,Female,No,No,No
1179,2010-09-24 16:30,Female,Yes,No,No
1180,2010-09-24 16:30,Female,No,No,No
1181,2010-09-24 16:30,Male,Yes,No,No
1182,2010-09-24 16:30,Male,No,No,No
1183,2010-09-24 16:30,Female,No,No,No
1184,2010-09-24 16:30,Female,Yes,No,No
1185,2010-09-24 16:30,Female,Yes,No,No
1186,2010-09-24 16:30,Male,Yes,No,No
1187,2010-09-24 16:30,Female,No,No,No
1188,2010-09-24 16:30,Male,Yes,No,No
1189,2010-09-24 16:30,Female,Yes,No,No
1190,2010-09-24 16:30,Male,No,No,No
1191,2010-09-24 16:30,Male,Yes,No,No
1192,2010-09-24 16:30,Female,Yes,No,No
1193,2010-09-24 16:30,Male,No,No,No
1194,2010-09-24 16:30,Female,Yes,No,No
1195,2010-09-24 16:30,Male,No,No,No
1196,2010-09-24 16:30,Female,Yes,No,No
1197,2010-09-24 16:30,Male,Yes,No,No
